date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Jan 1, 2007",Free transfer,Ireland,3909,Shelbourne ,24596,100 Th. €,Dave Rogers,06/07,Northern Ireland,920,Derry City 
"Jan 1, 2004",Free transfer,Netherlands,133,SC Cambuur ,24596,-,Dave Rogers,03/04,Ireland,3909,Shelbourne 
"Jul 1, 2002",Free transfer,England,1220,Carlisle United ,24596,-,Dave Rogers,02/03,Netherlands,133,SC Cambuur 
"Jul 1, 2001",Free transfer,England,2964,Scunthorpe Utd. ,24596,-,Dave Rogers,01/02,England,1220,Carlisle United 
"Mar 1, 2001",Free transfer,Scotland,1192,Ayr United ,24596,-,Dave Rogers,00/01,England,2964,Scunthorpe Utd. 
"Dec 31, 2000",End of loan,England,1072,Peterborough ,24596,-,Dave Rogers,00/01,Scotland,1192,Ayr United 
"Oct 1, 2000",Loan,Scotland,1192,Ayr United ,24596,-,Dave Rogers,00/01,England,1072,Peterborough 
"May 1, 2000",End of loan,Scotland,2760,Partick Thistle ,24596,-,Dave Rogers,99/00,Scotland,1192,Ayr United 
"Apr 1, 2000",Loan,Scotland,1192,Ayr United ,24596,-,Dave Rogers,99/00,Scotland,2760,Partick Thistle 
"Jul 1, 1999",Free transfer,Scotland,511,Dundee FC ,24596,-,Dave Rogers,99/00,Scotland,1192,Ayr United 
"Jul 1, 1997",Free transfer,England,3613,Chester City ,24596,-,Dave Rogers,97/98,Scotland,511,Dundee FC 
"Jul 1, 1995",Free transfer,England,1074,Tranmere Rovers ,24596,-,Dave Rogers,95/96,England,3613,Chester City 
"Jul 1, 1994",-,England,12807,Tranmere U18 ,24596,-,Dave Rogers,94/95,England,1074,Tranmere Rovers 
"Jan 1, 2016",Free transfer,Ireland,9209,Crumlin United ,24597,50 Th. €,Ger Rowe,15/16,Ireland,21852,Bluebell United 
"Jan 1, 2011",Free transfer,Northern Ireland,6068,Newry City ,24597,50 Th. €,Ger Rowe,10/11,Ireland,9209,Crumlin United 
"Jan 1, 2010",Free transfer,Ireland,6066,Dundalk FC ,24597,50 Th. €,Ger Rowe,09/10,Northern Ireland,6068,Newry City 
"Jan 1, 2009",Free transfer,Ireland,3930,Bray Wanderers ,24597,50 Th. €,Ger Rowe,08/09,Ireland,6066,Dundalk FC 
"Jan 1, 2008",?,Ireland,3258,Shamrock Rovers ,24597,-,Ger Rowe,07/08,Ireland,3930,Bray Wanderers 
"Jul 1, 2007",Free transfer,Ireland,1189,St. Patricks ,24597,-,Ger Rowe,07/08,Ireland,3258,Shamrock Rovers 
"Jul 1, 2004",?,Ireland,3909,Shelbourne ,24597,-,Ger Rowe,04/05,Ireland,1189,St. Patricks 
"Jul 1, 2003",-,Ireland,16154,Shelbourne FC ,24597,-,Ger Rowe,03/04,Ireland,3909,Shelbourne 
"Jan 6, 2016",Free transfer,Australia,28625,Stirling Lions ,43926,-,Gareth McGlynn,15/16,Ireland,920,Derry City 
"Jan 1, 2012",Free transfer,Ireland,920,Derry City ,43926,"1,00 Mill. €",Gareth McGlynn,11/12,Australia,28625,Stirling Lions 
"Jan 1, 2011",Free transfer,Ireland,9211,Bohemians ,43926,"1,00 Mill. €",Gareth McGlynn,10/11,Ireland,920,Derry City 
"Jan 1, 2010",Free transfer,Ireland,920,Derry City ,43926,"1,00 Mill. €",Gareth McGlynn,09/10,Ireland,9211,Bohemians 
"Jan 1, 2002",-,Northern Ireland,15246,Derry City U20 ,43926,-,Gareth McGlynn,01/02,Northern Ireland,920,Derry City 
"Jul 1, 2008",-,Ireland,8780,Sligo Rovers ,10007,50 Th. €,Alan Moore,08/09,,123,End of career 
"Jan 1, 2008",Free transfer,Ireland,920,Derry City ,10007,50 Th. €,Alan Moore,07/08,Ireland,8780,Sligo Rovers 
"Jan 1, 2007",Free transfer,Ireland,3909,Shelbourne ,10007,50 Th. €,Alan Moore,06/07,Northern Ireland,920,Derry City 
