date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Jun 30, 2014",End of loan,Serbia,15276,Spartak Sub. ,168952,500 Th. €,Darko Lazic,13/14,Serbia,159,Red Star 
"Feb 14, 2014",Loan,Serbia,159,Red Star ,168952,500 Th. €,Darko Lazic,13/14,Serbia,15276,Spartak Sub. 
"Jul 1, 2013",-,Serbia,11137,Red Star U19 ,168952,-,Darko Lazic,13/14,Serbia,159,Red Star 
"Jul 1, 2015",Free transfer,Russia,40426,Tosno ,181315,400 Th. €,Batraz Khadartsev,15/16,Russia,2700,Anzhi 
"Jul 1, 2014",-,Russia,515,Unattached ,181315,200 Th. €,Batraz Khadartsev,14/15,,40426,Tosno 
"Feb 13, 2014",-,Russia,2703,Alania ,181315,200 Th. €,Batraz Khadartsev,13/14,,515,Unattached 
"Jul 1, 2013",-,Russia,21710,Alania II ,181315,25 Th. €,Batraz Khadartsev,13/14,Russia,2703,Alania 
"Sep 1, 2012",Free transfer,Russia,11755,CSKA Moscow II ,181315,25 Th. €,Batraz Khadartsev,12/13,Russia,21710,Alania II 
"Jan 1, 2011",-,Russia,14309,CSKA Moscow U19 ,181315,-,Batraz Khadartsev,10/11,Russia,11755,CSKA Moscow II 
"Jul 10, 2015",Free transfer,Russia,20923,Khimik ,185024,150 Th. €,Giorgi Jikia,15/16,Russia,4128,Amkar Perm 
"Jul 1, 2014",Free transfer,Russia,8835,Spartak Nalchik ,185024,75 Th. €,Giorgi Jikia,14/15,Russia,20923,Khimik 
"Feb 20, 2014",?,Russia,21507,Lokomotiv 2 ,185024,25 Th. €,Giorgi Jikia,13/14,Russia,8835,Spartak Nalchik 
"Jan 1, 2011",-,Russia,14293,Lokomotiv Moscow U19 ,185024,-,Giorgi Jikia,10/11,Russia,21507,Lokomotiv 2 
"Jan 21, 2016","1,00 Mill. €",Croatia,447,Hajduk Split ,197032,"3,00 Mill. €",Mijo Caktas,15/16,Russia,2698,Rubin Kazan 
"Jan 2, 2012",End of loan,Croatia,11148,NK Dugopolje ,197032,-,Mijo Caktas,11/12,Croatia,447,Hajduk Split 
"Aug 1, 2011",Loan,Croatia,11032,Hajduk U19 ,197032,-,Mijo Caktas,11/12,Croatia,11148,NK Dugopolje 
"Aug 28, 2009",?,Croatia,41765,Dugopolje U17 ,197032,-,Mijo Caktas,09/10,Croatia,11032,Hajduk U19 
